STATION,DATE,PRCP,SNWD,SNOW,TSUN,TAVG,TMAX,TMIN,AWND,WSF2,WSF5,WT09,WT14,WT07,WT01,WT17,WT06,WT05,WT02,WT11,WT22,WT04,WT13,WT16,WT08,WT18,WT19
GHCND:USW00094728,20050101,0.00,0.0,0.0,-9999,50,60,40,8.5,17.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050102,0.00,0.0,0.0,0,44,50,37,7.8,16.1,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050103,0.45,0.0,0.0,0,54,58,49,5.6,13.0,17.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20050104,0.06,0.0,0.0,-9999,49,51,46,4.3,14.1,17.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050105,0.28,0.0,0.0,-9999,41,46,35,6.5,15.0,21.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999
GHCND:USW00094728,20050106,0.62,0.0,0.0,-9999,38,41,34,8.7,21.9,30.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00094728,20050107,0.00,0.0,0.0,-9999,39,42,36,7.2,21.0,30.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00094728,20050108,0.59,0.0,0.0,-9999,38,41,35,5.4,16.1,19.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00094728,20050109,0.00,0.0,0.0,0,37,40,33,5.6,13.0,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050110,0.00,0.0,0.0,0,44,48,39,8.1,19.9,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050111,0.25,0.0,0.0,0,38,40,35,6.9,16.1,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,1
GHCND:USW00094728,20050112,0.12,0.0,0.0,0,37,39,35,10.3,17.9,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050113,0.00,0.0,0.0,0,49,59,38,6.0,13.0,21.0,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050114,1.03,0.0,0.0,-9999,50,66,34,8.9,21.0,34.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050115,0.00,0.0,0.0,0,30,34,26,5.6,14.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050116,0.00,0.0,0.0,0,29,31,27,8.9,21.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050117,0.03,0.0,0.5,-9999,23,28,18,8.5,19.9,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999
GHCND:USW00094728,20050118,0.00,0.0,0.0,-9999,14,18,9,11.0,23.9,31.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094728,20050119,0.03,0.0,0.8,-9999,18,26,9,5.8,15.0,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050120,0.00,0.0,0.0,-9999,25,30,20,7.6,17.0,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050121,0.00,0.0,0.0,0,15,20,9,7.2,15.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050122,0.93,0.0,8.5,0,16,25,6,10.5,23.0,31.1,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,1,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050123,0.25,13.0,5.3,-9999,18,26,9,11.9,21.9,34.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,1,-9999
GHCND:USW00094728,20050124,0.00,14.0,0.0,-9999,16,24,8,9.4,17.9,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094728,20050125,0.00,13.0,0.0,-9999,27,33,20,5.8,16.1,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050126,0.01,13.0,0.0,-9999,27,37,17,6.5,17.9,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999
GHCND:USW00094728,20050127,0.00,13.0,0.0,0,14,18,9,10.1,23.0,33.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050128,0.00,11.0,0.0,0,14,22,5,4.9,14.1,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050129,0.00,11.0,0.0,0,25,34,15,4.7,13.0,15.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050130,0.02,11.0,0.2,0,31,38,24,6.7,16.1,25.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050131,0.00,11.0,0.0,-9999,30,35,24,6.3,13.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050201,0.00,9.0,0.0,-9999,33,40,25,2.7,6.9,10.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050202,0.00,8.0,0.0,-9999,34,40,28,5.1,14.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050203,0.02,7.0,0.0,-9999,35,41,29,7.6,17.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,20050204,0.27,7.0,0.0,-9999,40,46,34,6.7,15.0,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,1
GHCND:USW00094728,20050205,0.00,6.0,0.0,-9999,46,53,38,6.3,13.0,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050206,0.00,5.0,0.0,-9999,46,52,40,4.7,14.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050207,0.00,4.0,0.0,-9999,45,52,37,3.8,10.1,15.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050208,0.00,4.0,0.0,-9999,47,53,40,4.3,10.1,15.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050209,0.03,2.0,0.0,-9999,50,54,46,5.1,13.0,17.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050210,0.10,0.0,0.0,-9999,38,46,30,9.6,23.0,34.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050211,0.00,0.0,0.0,-9999,35,40,29,13.2,23.0,32.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050212,0.00,0.0,0.0,-9999,36,42,30,9.2,21.0,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050213,0.00,0.0,0.0,-9999,37,41,32,7.2,16.1,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050214,0.95,0.0,0.0,-9999,40,48,31,8.9,16.1,30.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00094728,20050215,0.13,0.0,0.0,-9999,51,56,46,8.5,14.1,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050216,0.22,0.0,0.0,-9999,45,54,35,4.9,21.0,33.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050217,0.00,0.0,0.0,-9999,35,38,31,8.5,17.0,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094728,20050218,0.00,0.0,0.0,-9999,25,31,18,11.6,23.0,33.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094728,20050219,0.00,0.0,0.0,-9999,24,32,16,8.7,17.0,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050220,0.13,0.0,1.5,-9999,32,37,27,6.0,14.1,17.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094728,20050221,0.41,5.0,3.5,-9999,32,35,28,8.7,17.0,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,1,-9999,1,-9999,1,1,-9999
GHCND:USW00094728,20050222,0.00,0.0,0.0,-9999,38,43,32,4.7,14.1,21.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1
GHCND:USW00094728,20050223,0.01,0.0,0.0,-9999,35,40,29,7.8,17.0,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1
GHCND:USW00094728,20050224,0.24,0.0,4.0,-9999,27,30,23,8.9,17.0,21.9,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,1,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050225,0.13,6.0,2.0,-9999,29,36,22,6.3,14.1,21.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050226,0.00,4.0,0.0,-9999,33,40,25,6.0,14.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094728,20050227,0.00,2.0,0.0,-9999,30,37,23,6.7,15.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050228,0.40,1.0,4.8,-9999,33,35,30,11.4,29.1,38.9,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050301,0.29,9.0,2.9,-9999,36,42,30,6.0,15.0,30.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050302,0.00,6.0,0.0,-9999,34,39,28,11.4,21.9,31.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050303,0.00,5.0,0.0,-9999,28,33,23,11.4,21.9,34.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050304,0.00,4.0,0.0,-9999,30,36,23,7.6,15.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050305,0.00,4.0,0.0,-9999,35,42,27,5.6,13.0,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050306,0.00,3.0,0.0,-9999,40,48,31,2.7,13.0,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050307,0.00,2.0,0.0,-9999,48,63,43,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050308,0.32,0.0,1.5,-9999,38,57,18,8.5,28.0,45.0,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,1,-9999,1,1,1,1,-9999
GHCND:USW00094728,20050309,0.00,1.0,0.0,-9999,24,31,16,12.3,25.9,40.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050310,0.00,0.0,0.0,-9999,28,34,21,6.0,15.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050311,0.03,0.0,0.5,-9999,34,38,29,8.5,17.0,21.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050312,0.24,0.0,1.0,-9999,38,45,30,5.6,16.1,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050313,0.00,0.0,0.0,-9999,40,45,34,5.1,15.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050314,0.00,0.0,0.0,-9999,34,40,28,8.5,17.9,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050315,0.00,0.0,0.0,-9999,37,46,28,10.1,17.9,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050316,0.00,0.0,0.0,-9999,39,45,32,9.4,16.1,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050317,0.00,0.0,0.0,-9999,41,48,33,4.5,10.1,15.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050318,0.00,0.0,0.0,-9999,44,50,37,6.0,16.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050319,0.00,0.0,0.0,-9999,43,52,34,4.7,13.0,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050320,0.14,0.0,0.0,-9999,42,43,40,3.8,8.9,14.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,1,-9999
GHCND:USW00094728,20050321,0.01,0.0,0.0,-9999,42,45,39,4.9,15.0,19.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20050322,0.00,0.0,0.0,-9999,46,56,36,5.4,14.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050323,0.80,0.0,1.0,-9999,40,46,33,11.9,29.1,44.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,1
GHCND:USW00094728,20050324,0.10,1.0,0.0,-9999,39,44,33,6.5,16.1,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094728,20050325,0.00,0.0,0.0,-9999,44,48,39,4.9,15.0,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050326,0.00,0.0,0.0,-9999,43,50,36,6.5,17.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050327,0.04,0.0,0.0,-9999,44,49,38,5.8,13.0,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20050328,2.98,0.0,0.0,-9999,43,49,37,10.3,19.9,29.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1
GHCND:USW00094728,20050329,0.00,0.0,0.0,-9999,52,59,45,9.6,21.0,29.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050330,0.00,0.0,0.0,-9999,54,63,44,5.8,15.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050331,0.01,0.0,0.0,-9999,48,53,42,5.4,14.1,19.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050401,0.02,0.0,0.0,-9999,47,53,41,4.7,13.0,16.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20050402,1.80,0.0,0.0,-9999,49,57,40,13.2,25.9,48.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050403,0.09,0.0,0.0,-9999,45,50,40,9.4,17.0,28.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050404,0.00,0.0,0.0,-9999,50,58,42,9.4,21.0,33.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050405,0.00,0.0,0.0,-9999,56,68,44,6.9,15.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050406,0.00,0.0,0.0,-9999,64,75,52,3.8,10.1,14.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050407,0.47,0.0,0.0,-9999,64,78,49,6.5,19.9,25.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050408,0.38,0.0,0.0,-9999,53,63,43,5.8,16.1,25.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050409,0.00,0.0,0.0,-9999,54,63,45,6.7,17.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050410,0.00,0.0,0.0,-9999,59,74,43,2.5,14.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050411,0.00,0.0,0.0,-9999,52,60,43,8.5,15.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050412,0.00,0.0,0.0,-9999,48,58,37,6.7,15.0,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20050413,0.00,0.0,0.0,-9999,49,57,40,7.4,16.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050414,0.00,0.0,0.0,-9999,55,66,44,8.3,16.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050415,0.00,0.0,0.0,-9999,49,57,41,9.6,25.1,33.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050416,0.00,0.0,0.0,-9999,52,61,42,8.3,19.9,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20050417,0.00,0.0,0.0,-9999,60,77,42,4.3,13.0,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050418,0.00,0.0,0.0,-9999,66,77,54,5.4,15.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20050419,0.00,0.0,0.0,-9999,64,77,50,5.4,14.1,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050420,0.00,0.0,0.0,-9999,76,87,64,7.2,19.9,31.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999
GHCND:USW00094728,20050421,0.00,0.0,0.0,-9999,61,72,50,8.5,17.9,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20050422,0.00,0.0,0.0,-9999,52,57,47,6.7,15.0,21.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050423,0.99,0.0,0.0,-9999,54,59,48,8.7,16.1,25.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050424,0.16,0.0,0.0,-9999,50,56,44,6.7,16.1,25.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20050425,0.01,0.0,0.0,-9999,47,54,40,8.3,17.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999
GHCND:USW00094728,20050426,0.00,0.0,0.0,-9999,59,68,50,7.6,19.9,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20050427,0.49,0.0,0.0,-9999,59,66,51,4.9,13.0,17.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050428,0.00,0.0,0.0,-9999,58,66,49,8.1,10.1,15.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20050429,0.00,0.0,0.0,-9999,56,64,47,5.6,14.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20050430,0.40,0.0,0.0,-9999,54,59,49,4.7,14.1,17.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050501,0.15,0.0,0.0,-9999,58,64,51,6.3,16.1,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050502,0.23,0.0,0.0,-9999,55,65,44,4.9,16.1,21.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20050503,0.00,0.0,0.0,-9999,50,59,41,4.9,14.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050504,0.00,0.0,0.0,-9999,53,62,44,4.7,12.1,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050505,0.00,0.0,0.0,-9999,55,63,46,5.6,13.0,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20050506,0.02,0.0,0.0,-9999,50,54,46,9.6,21.9,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
