STATION,DATE,PRCP,SNWD,SNOW,TSUN,TAVG,TMAX,TMIN,AWND,WSF2,WSF5,WT09,WT14,WT07,WT01,WT17,WT06,WT05,WT02,WT11,WT22,WT04,WT13,WT16,WT08,WT18,WT19
GHCND:USW00094728,20060906,0.00,0.0,0.0,-9999,-9999,75,60,0.0,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060907,0.00,0.0,0.0,-9999,-9999,80,61,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060908,0.00,0.0,0.0,-9999,-9999,81,66,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20060909,0.00,0.0,0.0,-9999,-9999,82,67,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20060910,0.00,0.0,0.0,-9999,-9999,73,62,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060911,0.00,0.0,0.0,-9999,-9999,70,56,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060912,0.00,0.0,0.0,-9999,-9999,70,52,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060913,0.00,0.0,0.0,-9999,-9999,67,56,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060914,0.68,0.0,0.0,-9999,-9999,67,64,0.0,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20060915,0.99,0.0,0.0,-9999,-9999,67,64,0.0,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20060916,0.01,0.0,0.0,-9999,-9999,78,64,0.0,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20060917,0.00,0.0,0.0,-9999,-9999,80,63,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060918,0.00,0.0,0.0,-9999,-9999,83,65,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060919,0.01,0.0,0.0,-9999,-9999,80,67,0.9,8.1,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20060920,0.00,0.0,0.0,-9999,-9999,71,58,6.7,17.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060921,0.00,0.0,0.0,-9999,-9999,68,52,3.6,12.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060922,0.00,0.0,0.0,-9999,-9999,69,53,3.1,12.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060923,0.10,0.0,0.0,-9999,-9999,75,63,4.9,12.1,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20060924,0.01,0.0,0.0,-9999,-9999,79,67,6.3,16.1,29.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20060925,0.00,0.0,0.0,-9999,-9999,72,62,6.5,14.1,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060926,0.00,0.0,0.0,-9999,-9999,73,57,3.6,12.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060927,0.00,0.0,0.0,-9999,-9999,73,56,3.8,8.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20060928,0.01,0.0,0.0,-9999,-9999,75,62,4.9,13.0,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20060929,0.07,0.0,0.0,-9999,-9999,66,53,4.5,15.0,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20060930,0.00,0.0,0.0,-9999,-9999,66,49,3.6,12.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20061001,0.35,0.0,0.0,-9999,-9999,68,56,4.0,12.1,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061002,0.00,0.0,0.0,-9999,-9999,68,53,3.8,12.1,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061003,0.00,0.0,0.0,-9999,-9999,79,56,3.8,12.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061004,0.62,0.0,0.0,-9999,-9999,78,64,3.6,13.0,21.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061005,0.05,0.0,0.0,-9999,-9999,66,52,6.0,16.1,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061006,0.00,0.0,0.0,-9999,-9999,57,52,8.9,17.9,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20061007,0.00,0.0,0.0,-9999,-9999,63,51,7.6,17.0,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20061008,0.00,0.0,0.0,-9999,-9999,71,51,0.9,6.0,8.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061009,0.00,0.0,0.0,-9999,-9999,78,55,1.8,8.1,13.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061010,0.00,0.0,0.0,-9999,-9999,76,57,2.9,12.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061011,1.61,0.0,0.0,-9999,-9999,63,59,6.7,16.1,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061012,0.31,0.0,0.0,-9999,-9999,68,50,5.4,17.9,34.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061013,0.00,0.0,0.0,-9999,-9999,55,41,5.4,14.1,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061014,0.00,0.0,0.0,-9999,-9999,59,43,5.6,16.1,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061015,0.00,0.0,0.0,-9999,-9999,58,42,4.0,14.1,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061016,0.00,0.0,0.0,-9999,-9999,61,43,2.7,10.1,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061017,1.09,0.0,0.0,-9999,-9999,61,54,6.0,14.1,30.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061018,0.00,0.0,0.0,-9999,-9999,72,61,4.3,10.1,28.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00094728,20061019,0.05,0.0,0.0,-9999,-9999,68,57,2.7,10.1,17.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061020,0.45,0.0,0.0,-9999,-9999,66,47,6.5,21.9,42.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061021,0.00,0.0,0.0,-9999,-9999,57,44,5.8,17.0,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061022,0.00,0.0,0.0,-9999,-9999,59,46,3.4,12.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061023,0.00,0.0,0.0,-9999,-9999,55,44,6.3,16.1,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061024,0.00,0.0,0.0,-9999,-9999,52,41,7.4,15.0,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061025,0.00,0.0,0.0,-9999,-9999,55,42,8.1,17.9,31.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061026,0.00,0.0,0.0,-9999,-9999,50,40,5.8,13.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061027,0.32,0.0,0.0,-9999,-9999,51,37,2.2,10.1,25.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061028,2.22,0.0,0.0,-9999,-9999,67,46,9.4,23.9,40.9,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061029,0.00,0.0,0.0,-9999,-9999,53,45,11.4,23.0,46.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061030,0.00,0.0,0.0,-9999,-9999,60,44,6.7,13.0,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061031,0.00,0.0,0.0,-9999,-9999,68,52,5.8,12.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061101,0.01,0.0,0.0,-9999,-9999,69,57,2.9,8.9,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20061102,0.26,0.0,0.0,-9999,-9999,60,43,5.1,14.1,29.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061103,0.00,0.0,0.0,-9999,-9999,47,36,5.6,14.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061104,0.00,0.0,0.0,-9999,-9999,47,35,3.4,10.1,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061105,0.00,0.0,0.0,-9999,-9999,50,37,2.0,10.1,15.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061106,0.00,0.0,0.0,-9999,-9999,56,41,3.6,12.1,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061107,0.02,0.0,0.0,-9999,-9999,59,47,2.5,10.1,15.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061108,3.60,0.0,0.0,-9999,-9999,59,56,5.1,16.1,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061109,0.00,0.0,0.0,-9999,-9999,68,56,4.9,12.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061110,0.00,0.0,0.0,-9999,-9999,60,51,3.8,15.0,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061111,0.00,0.0,0.0,-9999,-9999,66,49,4.3,12.1,21.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00094728,20061112,0.29,0.0,0.0,-9999,-9999,61,48,6.9,17.0,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061113,0.43,0.0,0.0,-9999,-9999,61,52,12.8,23.0,38.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061114,0.08,0.0,0.0,-9999,-9999,61,54,3.8,13.0,25.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20061115,0.00,0.0,0.0,-9999,-9999,63,56,3.4,8.9,17.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00094728,20061116,0.73,0.0,0.0,-9999,-9999,69,59,6.5,17.0,38.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061117,0.00,0.0,0.0,-9999,-9999,64,48,6.3,17.0,28.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061118,0.00,0.0,0.0,-9999,-9999,53,43,4.5,12.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061119,0.00,0.0,0.0,-9999,-9999,48,42,3.6,10.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061120,0.00,0.0,0.0,-9999,-9999,45,38,4.9,12.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061121,0.00,0.0,0.0,-9999,-9999,46,35,5.8,13.0,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061122,0.01,0.0,0.0,-9999,-9999,46,38,12.3,21.0,31.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20061123,1.72,0.0,0.0,-9999,-9999,44,40,9.8,23.9,34.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061124,0.19,0.0,0.0,-9999,-9999,58,41,6.9,15.0,29.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094728,20061125,0.00,0.0,0.0,-9999,-9999,53,40,4.0,10.1,29.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061126,0.00,0.0,0.0,-9999,-9999,59,45,3.6,14.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061127,0.00,0.0,0.0,-9999,-9999,64,47,2.2,10.1,17.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20061128,0.00,0.0,0.0,-9999,-9999,58,51,4.0,12.1,19.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00094728,20061129,0.00,0.0,0.0,-9999,-9999,59,50,3.8,10.1,23.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00094728,20061130,0.00,0.0,0.0,-9999,-9999,69,58,5.8,17.0,28.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061201,0.23,0.0,0.0,-9999,-9999,70,49,7.8,23.0,44.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061202,0.00,0.0,0.0,-9999,-9999,49,39,8.3,21.0,36.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061203,0.00,0.0,0.0,-9999,-9999,46,35,4.9,13.0,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061204,0.00,0.0,0.0,-9999,-9999,41,31,6.9,17.9,32.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061205,0.00,0.0,0.0,-9999,-9999,37,29,6.3,17.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061206,0.00,0.0,0.0,-9999,-9999,49,31,6.3,17.0,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061207,0.00,0.0,0.0,-9999,-9999,53,26,6.7,21.0,38.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061208,0.00,0.0,0.0,-9999,-9999,29,18,11.4,23.0,40.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061209,0.00,0.0,0.0,-9999,-9999,38,24,7.8,15.0,29.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061210,0.00,0.0,0.0,-9999,-9999,54,35,7.2,15.0,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061211,0.00,0.0,0.0,-9999,-9999,57,45,4.0,8.9,13.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061212,0.00,0.0,0.0,-9999,-9999,49,44,5.8,15.0,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061213,0.21,0.0,0.0,-9999,-9999,55,49,6.5,14.1,28.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061214,0.00,0.0,0.0,-9999,-9999,57,46,5.1,14.1,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00094728,20061215,0.01,0.0,0.0,-9999,-9999,52,44,3.8,17.9,32.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999
GHCND:USW00094728,20061216,0.00,0.0,0.0,-9999,-9999,51,41,5.6,13.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061217,0.00,0.0,0.0,-9999,-9999,56,42,5.8,16.1,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061218,0.00,0.0,0.0,-9999,-9999,59,44,5.4,15.0,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061219,0.00,0.0,0.0,-9999,-9999,45,36,5.4,16.1,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061220,0.00,0.0,0.0,-9999,-9999,45,34,5.4,15.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061221,0.00,0.0,0.0,-9999,-9999,54,38,5.1,17.9,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061222,0.47,0.0,0.0,-9999,-9999,49,39,5.1,12.1,16.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061223,0.78,0.0,0.0,-9999,-9999,59,48,6.7,15.0,25.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061224,0.00,0.0,0.0,-9999,-9999,52,43,7.6,19.9,36.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061225,0.37,0.0,0.0,-9999,-9999,45,39,4.9,13.0,21.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061226,0.08,0.0,0.0,-9999,-9999,53,43,7.4,15.0,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20061227,0.00,0.0,0.0,-9999,-9999,43,38,7.6,21.0,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061228,0.00,0.0,0.0,-9999,-9999,48,36,5.1,13.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061229,0.00,0.0,0.0,-9999,-9999,48,37,4.7,12.1,15.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061230,0.00,0.0,0.0,-9999,-9999,47,34,4.7,15.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20061231,0.00,0.0,0.0,-9999,-9999,45,33,4.7,13.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20070101,1.52,0.0,0.0,-9999,-9999,56,45,3.8,14.1,23.9,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20070102,0.00,0.0,0.0,-9999,-9999,50,41,8.5,17.9,33.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20070103,0.00,0.0,0.0,-9999,-9999,52,38,5.8,15.0,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20070104,0.00,0.0,0.0,-9999,-9999,56,43,8.1,16.1,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,20070105,0.03,0.0,0.0,-9999,-9999,62,53,5.8,17.0,28.0,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094728,20070106,0.01,0.0,0.0,-9999,-9999,72,54,7.6,21.9,33.1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
