count	DATE2	PRCP	SNWD	SNOW	TMAX	TMIN	AWND2	weekday	isWeekend
1522	03/25/2009	0.0	0.0	0.0	52	35	5.6	3	0
1334	04/06/2012	0.0	0.0	0.0	59	38	6.7	5	0
1298	04/11/2012	0.0	0.0	0.0	53	43	4.9	3	0
1315	04/13/2015	0.0	0.0	0.0	68	50	4.7	1	0
1399	05/02/2013	0.0	0.0	0.0	72	49	3.6	4	0
1291	05/15/2010	0.0	0.0	0.0	73	60	7.4	6	1
1481	06/08/2011	0.0	0.0	0.0	94	73	3.8	3	0
1457	06/12/2009	0.61	0.0	0.0	80	62	2.9	5	0
1202	06/23/2013	0.0	0.0	0.0	88	70	4.7	7	1
1394	07/17/2014	0.0	0.0	0.0	81	67	4.0	4	0
1257	08/28/2010	0.0	0.0	0.0	83	62	3.6	6	1
1354	09/11/2010	0.0	0.0	0.0	79	59	5.4	6	1
1516	09/25/2009	0.0	0.0	0.0	69	56	7.4	5	0
969	10/30/2011	0.01	0.0	0.0	46	33	5.8	7	1
1238	11/22/2014	0.0	0.0	0.0	44	28	4.9	6	1
1181	12/26/2013	0.0	0.0	0.0	36	30	5.4	4	0
1106	12/29/2014	0.0	0.0	0.0	44	34	5.1	1	0
1581	01/18/2008	0.46	0.0	0.0	48	35	8.9	5	0
1474	01/30/2006	0.01	0.0	0.0	64	41	8.1	1	0
1217	02/04/2015	0.0	7.9	0.0	43	24	4.3	3	0
1351	03/08/2010	0.0	0.0	0.0	61	41	7.2	1	0
1054	03/29/2015	0.0	0.0	0.0	46	25	6.3	7	1
1453	05/19/2009	0.0	0.0	0.0	69	43	4.3	2	0
1413	05/28/2015	0.0	0.0	0.0	85	70	4.0	4	0
1341	06/23/2014	0.0	0.0	0.0	81	65	2.7	1	0
1521	07/08/2009	0.0	0.0	0.0	77	58	4.9	3	0
1355	08/22/2013	0.25	0.0	0.0	78	71	3.8	4	0
1488	10/06/2006	0.0	0.0	0.0	57	52	8.9	5	0
1475	10/21/2011	0.0	0.0	0.0	56	50	6.7	5	0
1282	10/26/2015	0.0	0.0	0.0	58	46	3.8	1	0
1453	10/31/2013	0.06	0.0	0.0	66	53	3.6	4	0
1402	11/13/2013	0.0	0.0	0.0	39	29	6.0	3	0
1486	12/15/2006	0.01	0.0	0.0	52	44	3.8	5	0
1186	02/18/2006	0.0	0.0	0.0	35	15	12.3	6	1
1480	04/28/2010	0.0	0.0	0.0	56	40	9.6	3	0
1323	07/19/2014	0.0	0.0	0.0	76	68	5.1	6	1
1366	07/22/2007	0.0	0.0	0.0	83	68	4.9	7	1
652	08/28/2011	3.99	0.0	0.0	75	65	14.1	7	1
1184	09/30/2012	0.0	0.0	0.0	68	55	2.9	7	1
1368	10/18/2013	0.0	0.0	0.0	68	55	6.7	5	0
1420	11/22/2013	0.07	0.0	0.0	57	51	6.3	5	0
1250	11/23/2015	0.0	0.0	0.0	44	33	5.8	1	0
1534	11/27/2006	0.0	0.0	0.0	64	47	2.2	1	0
1100	12/20/2014	0.0	0.0	0.0	33	30	4.9	6	1
1256	12/23/2010	0.0	0.0	0.0	35	30	12.1	4	0
1142	01/16/2006	0.0	1.0	0.0	32	16	8.3	1	0
1073	01/20/2013	0.0	0.0	0.0	53	30	11.0	7	1
1307	02/17/2009	0.0	0.0	0.0	40	24	4.9	2	0
1284	06/02/2012	0.39	0.0	0.0	75	61	5.1	6	1
1491	06/08/2007	0.0	0.0	0.0	85	64	2.5	5	0
1595	06/18/2007	0.0	0.0	0.0	84	68	4.0	1	0
1448	06/22/2015	0.0	0.0	0.0	87	70	4.9	1	0
1276	07/17/2011	0.0	0.0	0.0	91	72	5.8	7	1
1380	08/12/2006	0.0	0.0	0.0	77	62	4.0	6	1
1524	08/21/2015	0.32	0.0	0.0	87	71	4.3	5	0
1673	09/19/2007	0.0	0.0	0.0	76	56	1.8	3	0
1461	09/30/2009	0.0	0.0	0.0	60	49	7.8	3	0
1780	10/23/2007	0.01	0.0	0.0	78	66	6.0	2	0
1503	12/15/2011	0.0	0.0	0.0	59	47	8.1	4	0
1391	12/17/2008	0.42	0.0	0.0	42	32	6.9	3	0
948	12/24/2006	0.0	0.0	0.0	52	43	7.6	7	1
559	12/26/2010	1.09	0.0	12.2	30	21	10.5	7	1
1040	02/09/2015	0.09	7.9	0.0	29	25	11.0	1	0
1446	03/09/2011	0.0	0.0	0.0	45	34	10.7	3	0
1282	04/06/2007	0.0	0.0	0.0	42	31	5.4	5	0
1426	04/17/2013	0.02	0.0	0.0	71	55	5.4	3	0
1341	04/26/2013	0.0	0.0	0.0	67	50	3.4	5	0
1377	05/12/2014	0.0	0.0	0.0	85	64	1.8	1	0
1414	05/17/2013	0.0	0.0	0.0	72	58	3.6	5	0
1198	06/11/2006	0.0	0.0	0.0	69	52	8.3	7	1
1599	06/27/2012	0.0	0.0	0.0	81	62	6.7	3	0
1364	06/29/2015	0.0	0.0	0.0	76	63	4.9	1	0
1232	07/06/2013	0.0	0.0	0.0	92	78	4.5	6	1
1506	07/09/2014	0.09	0.0	0.0	88	71	4.3	3	0
1282	08/12/2007	0.0	0.0	0.0	85	68	2.2	7	1
1536	09/18/2009	0.0	0.0	0.0	74	56	5.8	5	0
1350	09/20/2015	0.0	0.0	0.0	79	64	7.8	7	1
1563	09/21/2006	0.0	0.0	0.0	68	52	3.6	4	0
1261	09/25/2014	0.32	0.0	0.0	64	57	8.3	4	0
1577	10/25/2007	0.14	0.0	0.0	57	49	7.4	4	0
1504	11/07/2008	0.0	0.0	0.0	64	58	2.7	5	0
1139	12/20/2008	0.04	3.0	0.5	31	22	8.7	6	1
1147	02/10/2015	0.01	7.9	0.1	40	26	10.5	2	0
1388	02/22/2012	0.0	0.0	0.0	57	43	6.5	3	0
1210	02/26/2014	0.03	5.9	0.2	31	20	5.4	3	0
1138	02/27/2010	0.01	21.0	0.0	38	29	4.5	6	1
1220	04/25/2009	0.0	0.0	0.0	88	52	4.5	6	1
1361	05/03/2013	0.0	0.0	0.0	66	49	6.5	5	0
1170	05/29/2006	0.01	0.0	0.0	88	66	4.0	1	0
1304	06/18/2011	0.0	0.0	0.0	83	64	1.8	6	1
1491	07/12/2006	1.59	0.0	0.0	84	72	4.3	3	0
1256	09/10/2011	0.0	0.0	0.0	80	68	3.8	6	1
1391	09/12/2014	0.0	0.0	0.0	78	62	5.1	5	0
1216	10/01/2011	0.39	0.0	0.0	67	50	4.9	6	1
1377	10/23/2010	0.0	0.0	0.0	64	44	5.1	6	1
1595	10/29/2010	0.0	0.0	0.0	57	47	9.6	5	0
1350	11/09/2009	0.0	0.0	0.0	67	49	4.0	1	0
1441	11/16/2009	0.0	0.0	0.0	59	49	5.1	1	0
1271	12/06/2008	0.02	0.0	0.0	36	28	4.9	6	1
1126	12/06/2015	0.0	0.0	0.0	53	39	3.4	7	1
1206	12/10/2014	0.08	0.0	1.0	40	32	8.3	3	0
1276	12/12/2009	0.0	0.0	0.0	37	25	7.6	6	1
1649	01/10/2008	0.01	0.0	0.0	50	41	3.6	4	0
1167	02/11/2010	0.0	10.0	0.0	37	28	11.9	4	0
1268	02/28/2009	0.0	0.0	0.0	54	31	9.4	6	1
1313	02/29/2012	0.37	0.0	0.0	42	38	3.8	3	0
1149	04/27/2008	0.04	0.0	0.0	56	47	4.3	7	1
1069	05/29/2011	0.0	0.0	0.0	82	67	5.1	7	1
1573	06/16/2006	0.0	0.0	0.0	85	63	4.0	5	0
1562	06/16/2009	0.0	0.0	0.0	70	56	5.8	2	0
1521	06/29/2006	0.71	0.0	0.0	83	65	4.7	4	0
1468	07/03/2009	0.0	0.0	0.0	78	65	4.9	5	0
1459	07/13/2012	0.0	0.0	0.0	89	74	2.9	5	0
1555	07/25/2013	0.01	0.0	0.0	68	64	8.9	4	0
1714	07/29/2008	0.0	0.0	0.0	89	72	4.3	2	0
1494	07/30/2014	0.0	0.0	0.0	80	63	2.9	3	0
1312	08/11/2013	0.0	0.0	0.0	81	65	2.5	7	1
1411	08/22/2015	0.0	0.0	0.0	86	69	4.5	6	1
1453	08/27/2013	0.01	0.0	0.0	87	71	4.7	2	0
1353	10/13/2011	0.34	0.0	0.0	66	58	7.4	4	0
1385	11/06/2007	0.52	0.0	0.0	56	43	6.5	2	0
905	12/24/2008	0.46	0.0	0.0	58	31	7.2	3	0
1284	01/13/2015	0.0	0.0	0.0	36	17	8.5	2	0
1440	01/16/2014	0.0	0.0	0.0	42	36	4.0	4	0
1107	02/13/2011	0.0	8.0	0.0	46	28	7.8	7	1
1099	03/20/2015	0.4	0.0	4.5	38	29	7.8	5	0
1119	03/29/2009	0.37	0.0	0.0	52	42	7.6	7	1
1318	04/01/2006	0.0	0.0	0.0	75	53	6.7	6	1
1350	04/04/2014	0.21	0.0	0.0	47	40	8.5	5	0
1464	04/23/2014	0.0	0.0	0.0	61	44	9.4	3	0
1567	05/01/2006	0.0	0.0	0.0	71	51	10.5	1	0
1455	05/11/2012	0.0	0.0	0.0	68	49	5.6	5	0
1195	05/17/2015	0.02	0.0	0.0	83	64	2.0	7	1
1507	05/20/2011	0.24	0.0	0.0	64	57	1.1	5	0
1494	08/15/2008	0.55	0.0	0.0	80	64	2.2	5	0
1467	10/21/2015	0.0	0.0	0.0	76	57	2.2	3	0
1411	11/26/2007	1.25	0.0	0.0	62	40	2.2	1	0
1371	12/17/2010	0.0	0.0	0.0	36	23	6.7	5	0
900	01/03/2015	0.71	0.0	0.0	42	33	6.5	6	1
1222	01/05/2013	0.0	0.0	0.0	42	32	6.7	6	1
1318	01/25/2011	0.05	6.0	1.0	37	24	3.8	2	0
1386	01/27/2009	0.0	0.0	0.0	29	25	4.3	2	0
1140	02/02/2011	0.7	17.0	0.5	38	27	6.5	3	0
1333	03/10/2007	0.07	0.0	0.0	57	32	4.7	6	1
1511	04/08/2010	0.0	0.0	0.0	80	64	6.3	4	0
1201	04/20/2015	1.37	0.0	0.0	57	46	7.4	1	0
1272	06/07/2008	0.0	0.0	0.0	94	61	4.0	6	1
1439	06/21/2010	0.0	0.0	0.0	87	71	3.8	1	0
1399	07/05/2014	0.0	0.0	0.0	81	63	6.7	6	1
1403	07/23/2013	0.31	0.0	0.0	87	73	4.3	2	0
1293	09/01/2012	0.0	0.0	0.0	91	74	4.9	6	1
1284	09/01/2013	0.0	0.0	0.0	84	75	2.5	7	1
1424	09/03/2015	0.0	0.0	0.0	93	74	2.0	4	0
1372	11/17/2008	0.0	0.0	0.0	47	36	6.5	1	0
1435	11/30/2007	0.0	0.0	0.0	42	35	5.8	5	0
1253	12/01/2015	0.33	0.0	0.0	51	44	6.7	2	0
1407	12/10/2007	0.08	0.0	0.0	40	37	3.1	1	0
1476	12/15/2009	0.0	0.0	0.0	52	42	6.9	2	0
1344	12/17/2007	0.0	0.0	0.0	33	26	12.1	1	0
1021	01/18/2009	0.18	0.0	2.2	35	22	5.4	7	1
1363	01/21/2011	0.41	6.0	4.2	32	18	8.9	5	0
1197	02/12/2008	0.55	0.0	2.8	31	17	4.9	2	0
1381	05/11/2009	0.0	0.0	0.0	66	50	4.7	1	0
1523	05/29/2009	0.43	0.0	0.0	74	55	1.6	5	0
1634	07/19/2006	0.0	0.0	0.0	86	71	6.3	3	0
1355	07/29/2006	0.0	0.0	0.0	89	74	5.6	6	1
1555	08/16/2007	0.01	0.0	0.0	83	74	2.7	4	0
1423	08/21/2013	0.0	0.0	0.0	90	72	2.5	3	0
1492	09/12/2012	0.0	0.0	0.0	80	59	3.1	3	0
1172	09/13/2015	0.04	0.0	0.0	80	62	6.3	7	1
1601	09/21/2007	0.0	0.0	0.0	82	63	1.8	5	0
1269	11/19/2012	0.0	0.0	0.0	47	37	5.6	1	0
1341	12/08/2010	0.0	0.0	0.0	34	27	9.6	3	0
950	12/24/2011	0.0	0.0	0.0	36	29	5.4	6	1
1264	01/02/2013	0.0	0.0	0.0	33	22	5.8	3	0
1349	01/28/2008	0.0	0.0	0.0	42	27	6.7	1	0
1189	02/19/2014	0.26	16.9	0.0	45	34	5.1	3	0
1300	02/27/2006	0.0	0.0	0.0	30	18	8.1	1	0
1038	03/10/2013	0.0	0.0	0.0	50	36	4.7	7	1
1477	03/13/2012	0.04	0.0	0.0	74	54	5.8	2	0
1378	04/03/2007	0.0	0.0	0.0	63	42	4.7	2	0
1210	05/06/2012	0.0	0.0	0.0	65	53	3.6	7	1
1497	05/21/2009	0.0	0.0	0.0	86	60	6.7	4	0
1635	05/23/2007	0.0	0.0	0.0	74	55	3.6	3	0
1170	05/25/2015	0.0	0.0	0.0	85	64	4.9	1	0
1287	07/23/2011	0.0	0.0	0.0	100	83	4.0	6	1
1343	07/23/2012	0.15	0.0	0.0	86	71	4.0	1	0
1286	09/07/2014	0.0	0.0	0.0	81	65	4.7	7	1
1402	10/11/2006	1.61	0.0	0.0	63	59	6.7	3	0
1433	11/05/2014	0.0	0.0	0.0	64	56	4.5	3	0
1418	12/02/2010	0.0	0.0	0.0	42	34	7.4	4	0
1481	12/03/2008	0.0	0.0	0.0	42	32	6.3	3	0
1435	01/17/2014	0.0	0.0	0.0	44	33	3.6	5	0
1355	01/30/2007	0.1	0.0	1.0	35	21	4.9	2	0
1507	03/06/2008	0.0	0.0	0.0	49	34	5.6	4	0
1222	03/31/2014	0.16	0.0	0.0	56	36	8.3	1	0
1557	04/15/2015	0.0	0.0	0.0	72	51	6.3	3	0
1462	05/03/2012	0.47	0.0	0.0	58	50	2.5	4	0
1351	05/10/2010	0.0	0.0	0.0	61	41	8.1	1	0
1369	05/23/2014	0.91	0.0	0.0	71	56	4.3	5	0
1352	08/12/2013	0.05	0.0	0.0	82	70	2.0	1	0
877	08/27/2011	2.88	0.0	0.0	78	71	7.6	6	1
1426	10/10/2012	0.25	0.0	0.0	66	53	5.8	3	0
1498	10/14/2010	0.61	0.0	0.0	63	50	3.4	4	0
1525	10/14/2014	0.0	0.0	0.0	76	63	4.7	2	0
1256	10/19/2013	0.01	0.0	0.0	64	52	3.4	6	1
1237	10/23/2014	0.61	0.0	0.0	53	50	7.6	4	0
1480	11/03/2010	0.0	0.0	0.0	54	41	3.8	3	0
1279	12/12/2011	0.0	0.0	0.0	44	33	4.0	1	0
694	12/25/2012	0.06	0.0	0.0	41	32	5.6	2	0
1255	01/16/2013	0.69	0.0	0.0	37	32	4.9	3	0
1080	02/22/2008	0.7	4.0	6.0	34	25	6.0	5	0
1462	03/10/2009	0.01	0.0	0.0	47	37	5.1	2	0
1388	04/12/2008	0.34	0.0	0.0	76	48	4.9	6	1
1468	07/01/2014	0.0	0.0	0.0	89	72	5.1	2	0
1398	07/26/2013	0.0	0.0	0.0	83	65	5.1	5	0
1415	08/02/2011	0.0	0.0	0.0	91	73	3.8	2	0
1468	08/03/2015	0.0	0.0	0.0	90	75	4.9	1	0
1269	09/16/2007	0.0	0.0	0.0	66	50	2.5	7	1
1635	09/27/2006	0.0	0.0	0.0	73	56	3.8	3	0
1430	10/01/2013	0.0	0.0	0.0	82	59	2.0	2	0
1260	11/10/2007	0.13	0.0	0.0	46	37	5.4	6	1
1437	01/05/2007	0.03	0.0	0.0	62	53	5.8	5	0
1112	01/17/2015	0.0	0.0	0.0	32	17	6.0	6	1
1437	02/12/2013	0.0	4.0	0.0	44	36	8.5	2	0
1356	03/06/2010	0.0	0.0	0.0	54	32	7.2	6	1
1419	03/07/2008	1.21	0.0	0.0	45	36	7.8	5	0
1318	03/11/2011	0.91	0.0	0.0	55	40	8.5	5	0
1270	03/19/2015	0.0	0.0	0.0	43	29	5.8	4	0
1372	04/03/2006	0.65	0.0	0.0	58	47	7.4	1	0
1639	05/02/2007	0.1	0.0	0.0	68	50	3.8	3	0
1337	05/05/2014	0.0	0.0	0.0	70	50	7.4	1	0
1185	05/06/2007	0.0	0.0	0.0	63	46	7.4	7	1
1533	05/08/2007	0.0	0.0	0.0	72	47	2.5	2	0
1573	06/04/2008	0.67	0.0	0.0	71	57	4.9	3	0
1530	06/15/2007	0.0	0.0	0.0	74	59	3.6	5	0
1568	06/22/2009	0.0	0.0	0.0	75	65	7.4	1	0
1097	07/12/2009	0.02	0.0	0.0	81	64	4.9	7	1
1335	07/17/2010	0.0	0.0	0.0	94	76	5.4	6	1
1235	07/24/2011	0.03	0.0	0.0	91	78	3.6	7	1
1292	08/02/2015	0.0	0.0	0.0	89	71	2.0	7	1
1634	08/15/2007	0.0	0.0	0.0	84	67	5.1	3	0
1249	09/21/2008	0.0	0.0	0.0	80	56	2.2	7	1
1328	10/15/2012	0.2	0.0	0.0	71	59	4.9	1	0
1384	11/06/2015	0.0	0.0	0.0	74	66	4.7	5	0
1543	11/07/2007	0.0	0.0	0.0	49	39	5.1	3	0
1211	12/29/2015	0.45	0.0	0.0	46	34	6.9	2	0
1576	01/19/2006	0.0	0.0	0.0	47	34	7.6	4	0
1151	01/21/2008	0.0	0.0	0.0	26	15	8.1	1	0
1363	02/04/2008	0.07	0.0	0.0	42	34	7.8	1	0
1532	04/17/2012	0.0	0.0	0.0	78	61	5.6	2	0
1421	06/03/2014	0.12	0.0	0.0	87	65	4.0	2	0
1331	07/01/2006	0.0	0.0	0.0	83	63	6.0	6	1
1213	07/15/2007	0.01	0.0	0.0	88	72	4.7	7	1
1425	09/15/2014	0.0	0.0	0.0	71	55	2.9	1	0
1200	10/05/2008	0.32	0.0	0.0	62	52	4.3	7	1
1633	11/09/2006	0.0	0.0	0.0	68	56	4.9	4	0
1343	12/12/2015	0.0	0.0	0.0	66	55	2.0	6	1
1269	12/18/2010	0.0	0.0	0.0	36	28	3.6	6	1
1242	01/03/2009	0.0	0.0	0.0	38	29	10.1	6	1
1222	01/25/2013	0.07	0.0	1.5	24	13	6.7	5	0
1354	01/29/2009	0.0	1.0	0.0	36	26	8.5	4	0
949	02/06/2011	0.0	15.0	0.0	45	37	6.9	7	1
1496	02/26/2009	0.0	0.0	0.0	50	35	4.7	4	0
1238	03/13/2015	0.0	2.0	0.0	43	31	6.5	5	0
1320	04/09/2011	0.0	0.0	0.0	58	40	4.9	6	1
1422	04/25/2013	0.0	0.0	0.0	66	46	5.4	4	0
1502	05/08/2006	0.0	0.0	0.0	63	53	6.9	1	0
1130	05/25/2014	0.0	0.0	0.0	80	55	2.0	7	1
1562	05/31/2006	0.0	0.0	0.0	75	64	5.6	3	0
1193	06/07/2013	4.16	0.0	0.0	63	59	8.5	5	0
1362	07/02/2012	0.0	0.0	0.0	88	72	4.5	1	0
1302	08/05/2013	0.0	0.0	0.0	78	62	3.4	1	0
1575	08/23/2007	0.0	0.0	0.0	75	62	1.3	4	0
1560	09/11/2006	0.0	0.0	0.0	70	56	0.0	1	0
1424	09/13/2008	0.0	0.0	0.0	81	65	1.6	6	1
1393	09/28/2013	0.0	0.0	0.0	73	56	4.5	6	1
1383	11/20/2010	0.0	0.0	0.0	55	41	7.6	6	1
1274	12/09/2013	0.3	0.0	0.0	39	31	6.7	1	0
1253	12/19/2015	0.0	0.0	0.0	40	35	9.4	6	1
1420	01/17/2006	0.16	0.0	0.0	44	26	5.8	2	0
1269	02/11/2012	0.08	0.0	0.0	38	32	5.8	6	1
1276	02/23/2011	0.0	2.0	0.0	40	21	3.6	3	0
938	02/28/2010	0.0	15.0	0.0	40	33	3.8	7	1
1410	03/17/2008	0.0	0.0	0.0	50	30	8.5	1	0
1192	04/03/2010	0.0	0.0	0.0	67	47	4.9	6	1
1047	05/19/2013	0.6	0.0	0.0	59	55	4.7	7	1
1375	05/24/2013	0.3	0.0	0.0	65	45	5.4	5	0
1242	05/31/2008	0.24	0.0	0.0	76	64	5.8	6	1
1427	06/17/2014	0.0	0.0	0.0	89	71	4.0	2	0
1510	06/25/2010	0.0	0.0	0.0	87	71	4.7	5	0
1335	06/30/2006	0.17	0.0	0.0	80	63	5.6	5	0
1481	08/18/2010	0.0	0.0	0.0	86	72	4.5	3	0
1535	08/23/2006	0.0	0.0	0.0	88	68	0.0	3	0
1493	08/31/2006	0.0	0.0	0.0	72	61	0.0	4	0
1410	09/12/2013	1.6	0.0	0.0	87	70	4.0	4	0
1423	09/25/2008	0.15	0.0	0.0	65	55	11.6	4	0
1528	10/15/2014	0.69	0.0	0.0	77	69	5.1	3	0
1171	11/19/2006	0.0	0.0	0.0	48	42	3.6	7	1
1134	12/09/2007	0.32	0.0	0.0	40	34	1.3	7	1
1439	12/16/2011	0.0	0.0	0.0	59	41	7.6	5	0
1347	12/30/2009	0.0	0.0	0.0	32	19	5.8	3	0
1266	01/07/2006	0.0	0.0	0.0	35	25	6.9	6	1
1432	01/08/2009	0.0	0.0	0.0	38	29	11.4	4	0
1147	01/22/2011	0.0	6.0	0.0	24	13	5.8	6	1
1435	01/25/2007	0.01	0.0	0.1	34	15	4.9	4	0
1461	03/26/2007	0.0	0.0	0.0	54	39	5.8	1	0
1370	05/01/2014	0.12	0.0	0.0	78	51	4.5	4	0
1515	05/07/2007	0.0	0.0	0.0	67	44	4.0	1	0
1471	06/03/2011	0.0	0.0	0.0	76	57	6.7	5	0
1673	06/28/2006	0.57	0.0	0.0	84	70	6.0	3	0
1427	07/08/2011	0.4	0.0	0.0	85	68	3.4	5	0
1262	07/11/2015	0.0	0.0	0.0	88	69	2.5	6	1
1419	08/15/2009	0.0	0.0	0.0	88	70	3.1	6	1
1473	08/18/2006	0.0	0.0	0.0	82	70	2.9	5	0
1289	11/06/2014	0.37	0.0	0.0	57	48	3.1	4	0
1340	12/21/2015	0.0	0.0	0.0	56	39	7.2	1	0
973	01/22/2012	0.0	3.0	0.0	34	18	8.5	7	1
1530	01/23/2006	0.68	0.0	0.0	40	35	4.0	1	0
1105	01/28/2015	0.0	7.9	0.0	34	16	7.6	3	0
1293	03/01/2013	0.0	0.0	0.0	45	36	5.4	5	0
1408	04/20/2011	0.0	0.0	0.0	65	45	5.8	3	0
1455	04/23/2009	0.0	0.0	0.0	57	43	8.5	4	0
1246	08/01/2010	0.0	0.0	0.0	80	70	3.4	7	1
1372	08/12/2012	0.0	0.0	0.0	87	73	4.7	7	1
1434	09/04/2009	0.0	0.0	0.0	83	62	4.0	5	0
1507	09/14/2012	0.0	0.0	0.0	80	64	3.8	5	0
1376	09/23/2006	0.1	0.0	0.0	75	63	4.9	6	1
1208	10/13/2013	0.0	0.0	0.0	65	56	8.5	7	1
1388	12/01/2008	0.11	0.0	0.0	55	43	8.5	1	0
1375	01/18/2012	0.0	0.0	0.0	54	24	10.5	3	0
1253	02/21/2012	0.0	0.0	0.0	46	32	7.4	2	0
1585	03/12/2008	0.0	0.0	0.0	47	35	9.2	3	0
1257	03/29/2013	0.0	0.0	0.0	55	40	5.6	5	0
1152	04/21/2013	0.0	0.0	0.0	55	37	4.9	7	1
1422	06/09/2009	1.83	0.0	0.0	71	60	5.1	2	0
1485	06/10/2009	0.0	0.0	0.0	67	59	6.0	3	0
1551	07/14/2011	0.0	0.0	0.0	84	64	6.9	4	0
1307	07/19/2009	0.0	0.0	0.0	81	64	4.7	7	1
1666	07/24/2007	0.0	0.0	0.0	81	58	3.6	2	0
1278	07/26/2014	0.0	0.0	0.0	81	69	4.3	6	1
1182	09/06/2008	3.26	0.0	0.0	81	70	7.6	6	1
1416	09/15/2015	0.0	0.0	0.0	84	62	2.2	2	0
1696	09/25/2007	0.0	0.0	0.0	85	63	5.6	2	0
1394	10/06/2014	0.0	0.0	0.0	69	50	3.8	1	0
1368	10/22/2015	0.0	0.0	0.0	75	58	4.7	4	0
1365	11/12/2009	0.07	0.0	0.0	50	45	14.3	4	0
1513	11/15/2006	0.0	0.0	0.0	63	56	3.4	3	0
1377	11/18/2015	0.0	0.0	0.0	58	46	5.1	3	0
1360	11/20/2013	0.0	0.0	0.0	44	32	6.9	3	0
1155	12/01/2013	0.0	0.0	0.0	49	36	1.8	7	1
1488	12/02/2009	0.45	0.0	0.0	56	41	4.9	3	0
1311	12/21/2010	0.0	0.0	0.0	38	28	9.6	2	0
1319	12/29/2008	0.0	0.0	0.0	47	37	7.2	1	0
1502	01/17/2008	0.25	0.0	0.0	39	30	5.8	4	0
818	01/26/2015	0.48	2.0	5.5	31	22	12.8	1	0
1409	02/01/2007	0.0	0.0	0.0	34	26	5.4	4	0
1284	02/04/2006	0.23	0.0	0.0	53	43	8.9	6	1
1270	02/16/2007	0.0	2.0	0.0	29	14	9.8	5	0
1275	03/15/2010	0.33	0.0	0.0	46	41	11.6	1	0
1482	03/22/2012	0.0	0.0	0.0	78	56	3.4	4	0
1044	04/01/2012	0.51	0.0	0.0	52	42	2.5	7	1
1135	04/07/2014	0.52	0.0	0.0	53	43	6.0	1	0
1385	04/27/2009	0.0	0.0	0.0	84	58	6.0	1	0
1469	06/06/2014	0.0	0.0	0.0	76	61	4.5	5	0
1479	06/17/2009	0.0	0.0	0.0	68	55	4.9	3	0
1599	06/25/2008	0.0	0.0	0.0	83	63	5.6	3	0
1596	06/26/2006	0.11	0.0	0.0	75	70	7.8	1	0
1314	08/01/2009	0.0	0.0	0.0	83	65	4.3	6	1
1281	08/18/2012	0.32	0.0	0.0	79	63	3.4	6	1
1477	10/09/2013	0.0	0.0	0.0	62	53	8.5	3	0
1552	10/14/2009	0.0	0.0	0.0	53	41	2.9	3	0
1520	10/18/2014	0.0	0.0	0.0	70	56	6.3	6	1
1352	11/07/2014	0.0	0.0	0.0	53	40	7.4	5	0
1283	11/08/2014	0.0	0.0	0.0	48	36	6.0	6	1
1147	11/17/2012	0.0	0.0	0.0	51	39	5.1	6	1
1383	12/04/2013	0.0	0.0	0.0	52	41	2.9	3	0
1430	12/11/2012	0.06	0.0	0.0	58	41	5.6	2	0
1330	01/10/2014	0.11	0.0	0.0	37	30	3.4	5	0
1415	01/20/2012	0.0	0.0	0.0	36	24	7.2	5	0
1200	01/25/2010	1.25	0.0	0.0	57	49	5.65	1	0
1290	02/21/2009	0.0	0.0	0.0	42	26	7.6	6	1
1579	04/25/2007	0.14	0.0	0.0	67	47	6.9	3	0
1467	05/02/2008	0.15	0.0	0.0	54	49	9.6	5	0
1518	05/07/2013	0.0	0.0	0.0	74	52	5.8	2	0
1322	05/14/2012	0.0	0.0	0.0	70	63	4.0	1	0
1501	05/31/2011	0.0	0.0	0.0	89	69	4.7	2	0
1528	06/01/2010	0.0	0.0	0.0	85	66	4.5	2	0
1492	07/08/2010	0.0	0.0	0.0	89	77	3.6	4	0
1321	07/14/2007	0.0	0.0	0.0	84	66	2.9	6	1
1374	08/15/2014	0.0	0.0	0.0	73	61	5.4	5	0
1334	08/24/2014	0.0	0.0	0.0	80	64	3.1	7	1
1290	09/04/2006	0.0	0.0	0.0	75	60	0.0	1	0
1413	10/22/2013	0.0	0.0	0.0	67	51	4.5	2	0
1235	01/07/2013	0.0	0.0	0.0	45	37	5.4	1	0
1323	02/18/2010	0.0	8.0	0.0	40	32	10.1	4	0
1178	02/19/2013	0.15	0.0	0.0	49	33	6.7	2	0
1454	03/28/2012	0.02	0.0	0.0	67	44	5.8	3	0
1520	04/20/2007	0.0	0.0	0.0	71	44	5.4	5	0
1458	04/21/2015	0.2	0.0	0.0	65	52	6.0	2	0
1532	05/25/2011	0.0	0.0	0.0	84	65	3.6	3	0
1639	06/23/2009	0.0	0.0	0.0	80	66	5.1	2	0
1549	07/12/2011	0.0	0.0	0.0	93	78	7.2	2	0
1393	07/19/2013	0.0	0.0	0.0	96	83	5.1	5	0
1433	08/01/2014	0.0	0.0	0.0	84	71	3.8	5	0
1607	08/09/2007	0.0	0.0	0.0	83	72	4.5	4	0
1371	08/25/2006	0.11	0.0	0.0	74	66	0.0	5	0
1532	08/31/2007	0.0	0.0	0.0	78	69	4.9	5	0
1393	09/11/2012	0.0	0.0	0.0	73	54	2.9	2	0
1494	09/22/2011	0.02	0.0	0.0	80	68	1.6	4	0
