NTACODE	NTANAME	POP_TOT	POP_MALE_RT	POP_FEMALE_RT	RACE_HIS_LAT_RT	RACE_WHITE_RT	RACE_BLACK_RT	RACE_ASIAN_RT	POP_UNDER10YR_RT	POP_10TO19YR_RT	POP_20TO59YR_RT	POP_OVER60YR_RT	LABOR_FORCE	HOUSEHOLD_TOT	HOUSEHOLD_INCOME_AVE	EMPLOYED_RT	UNEMPLOYED_RT	HOUSEHOLD_WITHEARNING_RT	HOUSEHOLD_FOODSTAMP_RT	HOUSEHOLD_LT25K_RT	HOUSEHOLD_25KTO50K_RT	HOUSEHOLD_50KTO200K_RT	HOUSEUNITS_TOT	HOUSEUNITS_OCCUPIED	HOUSEUNITS_VACANT_RT	HOUSEUNITS_NOPLUMBING_RT	HOUSEUNITS_NOKITCHEN_RT	HOUSEUNITS_NOPHONE_RT	HOUSEUNITS_OWNER_RT	HOUSEUNITS_RENTER_RT	POP_OVER25YR	EDU_LT12_RT	EDU_PRIORCOLLEGE_RT	EDU_COLLEGE_RT	POP_PERHOUSEHOLD
BK17	Sheepshead Bay-Gerritsen Beach-Manhattan Bch	61584	0.465542998181	0.534457001819	0.0781371784879	0.683310600156	0.0688165757339	0.159375811899	0.0983534684333	0.103322291504	0.542998181346	0.255326058717	29463	25070	66.6887714399	0.909988799511	0.0900112004887	0.699202233745	0.170362983646	0.292580773833	0.206860789789	0.461188671719	27414	25070	0.0855037572043	0.00353833807543	0.0106150142263	0.02290800321	0.505903470283	0.494096529717	45539	0.133819363622	0.498517754013	0.367662882364	2.24644342307
BK25	Homecrest	41899	0.495047614501	0.504952385498	0.0687605909449	0.79920761832	0.0115515883434	0.103486956729	0.128618821452	0.136638105921	0.516265304661	0.218477767966	18402	15435	60.8284742468	0.904466905771	0.0955330942288	0.713702623906	0.142986718497	0.27664399093	0.268286362164	0.421898283122	16879	15435	0.08555009183	0.00094792345518	0.00568754073108	0.0222762011967	0.407321023647	0.592678976352	28097	0.168203010998	0.529415951881	0.302381037121	2.48231530304
BK44	Madison	40001	0.481712957176	0.518287042824	0.0674233144171	0.701757456063	0.0100497487563	0.211569710757	0.121546961326	0.113022174446	0.546286342841	0.219144521387	18995	15022	70.9570962588	0.934298499605	0.0657015003948	0.764345626414	0.15410730928	0.255558514179	0.209359605911	0.494008787112	15876	15022	0.0537918871252	0.00314940791131	0.00724363819601	0.0263920382968	0.452403142058	0.547596857941	28086	0.159332051556	0.463255714591	0.377412233853	2.51958931721
BK79	Ocean Hill	31831	0.450598473186	0.549401526813	0.192987967704	0.018472558198	0.762464264396	0.00524645785555	0.157299487921	0.167980899123	0.545097546417	0.129622066539	14045	11686	48.1512065719	0.878533285866	0.121466714133	0.708112271093	0.336470990929	0.412373780592	0.253722402875	0.313623138798	13695	11686	0.146695874407	0.00642570281124	0.00503833515881	0.0305220883534	0.221461577956	0.778538422043	19010	0.254971067859	0.604366123093	0.140662809048	2.32427893392
BK81	Brownsville	55412	0.405291272648	0.594708727351	0.187287952068	0.00692990687938	0.781816213094	0.0114235183715	0.163376164008	0.176712625424	0.516422435573	0.143488774995	21221	20316	37.8792577279	0.840346826257	0.159653173743	0.657905099429	0.391858633589	0.508613900374	0.243207324276	0.244437881473	22293	20316	0.0886825460907	0.00417171309379	0.00623514107567	0.0343157044812	0.156625319945	0.843374680055	32125	0.271844357977	0.62913618677	0.0990194552529	2.48562328982
BK85	East New York (Pennsylvania Ave)	29854	0.43799825819	0.56200174181	0.29208816239	0.0146714008173	0.674917933945	0.00773765659543	0.175487371876	0.187780531922	0.535807596972	0.10092449923	12980	9841	43.7887409816	0.832357473035	0.167642526964	0.741489686007	0.367747180164	0.456051214307	0.229346611117	0.308606848897	10604	9841	0.0719539796303	0.0149943417578	0.0180120709166	0.0396076952093	0.220912508891	0.779087491108	16192	0.306818181818	0.593255928853	0.099925889328	2.81535269709
BK91	East Flatbush-Farragut	52657	0.440967012933	0.559032987067	0.0623468864538	0.0204531211425	0.889473384355	0.00979926695406	0.115901019807	0.127846250261	0.564065556336	0.192187173595	28170	18217	66.3372124938	0.891551295704	0.108448704295	0.814349234231	0.154965142449	0.235768787396	0.245594774112	0.500905747379	19507	18217	0.066130107141	0.00512636489465	0.00374224637309	0.00968882965089	0.454081352583	0.545918647417	36094	0.120518645758	0.647005042389	0.232476311852	2.69938996258
BK95	Erasmus	29933	0.457521798684	0.542478201316	0.0992215948952	0.010122607156	0.843216516887	0.0288310560251	0.140146326796	0.139712023519	0.567333711957	0.152807937728	15409	10222	53.5555664253	0.862677655915	0.137322344085	0.812854627274	0.249364116611	0.325180982195	0.250733711602	0.406965368812	11576	10222	0.116966136835	0.00578783690393	0.0121803731859	0.011402902557	0.215124241831	0.784875758168	19266	0.204038202014	0.631319422817	0.164642375169	2.58578092605
BK96	Rugby-Remsen Village	56277	0.448691294845	0.551308705155	0.0465021234252	0.0119942427635	0.909678909679	0.0171473248396	0.12328304636	0.127796435489	0.556888249196	0.192032268955	28607	20055	58.3082772376	0.888104310134	0.111895689866	0.807928197457	0.18459237098	0.276589379207	0.263126402393	0.441037147843	22301	20055	0.100712972512	0.00596385812295	0.00520156046814	0.0166808663289	0.299177262528	0.700822737472	38160	0.175	0.652175052411	0.172824947589	2.5235191247
BK45	Georgetown-Marine Park-Bergen Beach-Mill Basin	48351	0.483340572067	0.516659427933	0.0859134247482	0.730925937416	0.115509503423	0.0472999524312	0.154205704122	0.123410063908	0.524973630328	0.197410601642	23187	16432	89.070107108	0.904041057489	0.0959589425108	0.80099805258	0.0651777020448	0.14435248296	0.190725413827	0.595423563778	17523	16432	0.0622610283627	0.00764709239285	0.00736175312446	0.0162072704445	0.739045764362	0.260954235638	32108	0.0851501183505	0.560981686807	0.353868194842	2.75928779318
BK50	Canarsie	86160	0.447980501393	0.552019498607	0.0862116991643	0.0551648096564	0.822017177344	0.0269034354689	0.126067780873	0.150719591458	0.577669452182	0.145543175487	44584	27669	72.2712241136	0.907590166876	0.092409833124	0.863565723372	0.145794932957	0.209404026166	0.209801582999	0.552242581951	29800	27669	0.0715100671141	0.0039932885906	0.00395973154362	0.0123825503356	0.4898984423	0.5101015577	55379	0.148792863721	0.605933657162	0.245273479117	2.89127516778
BK58	Flatlands	70872	0.453550062084	0.546449937916	0.0787052714753	0.17444124619	0.70122192121	0.0268794446326	0.122530759679	0.143554577266	0.558725589796	0.175189073259	37070	23279	74.0980067872	0.905961694092	0.0940383059077	0.845182353194	0.152712745393	0.189226341338	0.223806864556	0.55522144422	24682	23279	0.0568430435135	0.00490235799368	0.00753585608945	0.0120330605299	0.595858928648	0.404141071352	46254	0.133047952609	0.594953949929	0.271998097462	2.87140426221
BX27	Hunts Point	27562	0.478992816196	0.521007183804	0.752086205645	0.0112836514041	0.214752195051	0.00471663885059	0.161563021551	0.184493142733	0.537406574269	0.116537261447	10616	8877	31.6979272276	0.801243406179	0.19875659382	0.677255829671	0.525515376816	0.56449250873	0.249633885321	0.183507941872	9513	8877	0.0668558814253	0.0148218227688	0.0141911069063	0.0605487228003	0.0531711163681	0.946828883631	15519	0.459114633675	0.454990656614	0.0858947097106	2.89729843372
BX33	Longwood	25542	0.458891237961	0.541108762039	0.71815049722	0.0156996319787	0.237334586172	0.0117062093806	0.18083940177	0.187338501292	0.514368491112	0.117453605826	9468	8318	34.5855373888	0.875897760878	0.124102239121	0.650997836017	0.531017071411	0.549531137292	0.241404183698	0.204616494349	9074	8318	0.0833149658364	0.0146572625082	0.00650209389464	0.0564249504077	0.0781437845635	0.921856215435	14150	0.44	0.481908127208	0.0780918727915	2.81485563147
